,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
36300,45.0,unemployed,married,basic.9y,no,no,no,cellular,jun,mon,232.0,2,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
15964,32.0,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,mon,193.0,5,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
39024,29.0,unemployed,married,basic.4y,no,no,no,telephone,dec,thu,805.0,1,999.0,0.0,nonexistent,-3.0,92.713,-33.0,0.7140000000000001,5023.5,yes
35914,36.0,admin.,married,high.school,no,no,no,cellular,may,mon,119.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes
10293,31.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,179.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
30705,41.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,98.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
39837,29.0,admin.,single,university.degree,no,no,no,cellular,jun,wed,192.0,2,3.0,4.0,success,-1.7,94.055,-39.8,0.715,4991.6,yes
3999,56.0,housemaid,married,basic.4y,no,no,no,telephone,may,mon,182.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
16718,26.0,blue-collar,single,professional.course,no,yes,no,cellular,jul,wed,505.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
39435,33.0,admin.,single,university.degree,no,yes,no,cellular,apr,mon,143.0,1,999.0,0.0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,no
4770,60.0,technician,divorced,professional.course,unknown,yes,no,telephone,may,wed,202.0,6,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
30740,34.0,blue-collar,married,unknown,no,yes,no,cellular,may,tue,163.0,1,999.0,1.0,failure,-1.8,92.893,-46.2,1.344,5099.1,no
36423,23.0,student,single,high.school,no,no,no,cellular,jun,tue,310.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
20995,54.0,services,married,high.school,no,yes,no,cellular,aug,thu,834.0,9,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
40341,53.0,services,married,basic.9y,no,yes,no,telephone,aug,mon,141.0,2,999.0,1.0,failure,-1.7,94.027,-38.3,0.898,4991.6,no
39704,58.0,management,married,university.degree,no,yes,no,cellular,may,thu,342.0,2,999.0,0.0,nonexistent,-1.8,93.876,-40.0,0.6920000000000001,5008.7,yes
19754,31.0,admin.,married,university.degree,no,no,yes,cellular,aug,fri,96.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
24042,26.0,admin.,single,university.degree,no,yes,no,telephone,oct,mon,251.0,1,999.0,0.0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,yes
38249,32.0,admin.,married,professional.course,no,yes,no,cellular,oct,tue,435.0,1,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,yes
16727,32.0,services,married,basic.9y,no,yes,no,telephone,jul,wed,71.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33260,34.0,self-employed,single,university.degree,no,yes,no,cellular,may,tue,245.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
40694,31.0,student,single,unknown,no,yes,no,telephone,sep,mon,69.0,1,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
23701,30.0,admin.,single,university.degree,no,no,no,cellular,aug,thu,165.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
32610,29.0,admin.,married,high.school,no,yes,no,cellular,may,mon,106.0,1,999.0,1.0,failure,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
36827,29.0,admin.,married,high.school,no,no,no,cellular,jun,mon,155.0,1,999.0,1.0,failure,-2.9,92.963,-40.8,1.26,5076.2,yes
39118,27.0,technician,single,university.degree,no,yes,no,cellular,dec,tue,1370.0,3,6.0,2.0,success,-3.0,92.713,-33.0,0.7070000000000001,5023.5,yes
39643,48.0,unemployed,married,professional.course,no,no,no,cellular,may,wed,317.0,1,6.0,3.0,success,-1.8,93.876,-40.0,0.682,5008.7,yes
40978,44.0,admin.,married,university.degree,no,yes,no,cellular,oct,mon,252.0,1,999.0,0.0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6,yes
14856,42.0,technician,married,high.school,unknown,yes,no,cellular,jul,wed,197.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
24183,42.0,management,married,university.degree,no,yes,no,cellular,nov,mon,178.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
31824,37.0,blue-collar,single,university.degree,unknown,no,no,cellular,may,thu,159.0,2,999.0,1.0,failure,-1.8,92.893,-46.2,1.327,5099.1,no
27408,57.0,management,married,university.degree,no,yes,yes,cellular,nov,fri,536.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes
20968,30.0,admin.,single,university.degree,unknown,no,no,cellular,aug,thu,272.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32727,56.0,management,married,professional.course,no,yes,no,cellular,may,mon,240.0,2,999.0,1.0,failure,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
36247,25.0,technician,married,university.degree,no,no,no,cellular,jun,mon,67.0,1,999.0,1.0,failure,-2.9,92.963,-40.8,1.266,5076.2,no
24301,46.0,technician,married,professional.course,no,yes,no,cellular,nov,mon,61.0,1,999.0,1.0,failure,-0.1,93.2,-42.0,4.191,5195.8,no
17825,54.0,unemployed,married,high.school,unknown,no,no,telephone,jul,tue,28.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
22457,35.0,self-employed,married,basic.9y,no,no,no,telephone,aug,fri,16.0,9,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29651,50.0,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,567.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
13536,46.0,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,thu,89.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
22983,43.0,admin.,single,university.degree,no,no,no,cellular,aug,mon,99.0,5,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20812,57.0,technician,single,university.degree,unknown,yes,no,cellular,aug,wed,107.0,8,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9256,48.0,self-employed,married,university.degree,no,no,no,telephone,jun,fri,467.0,3,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
24495,45.0,unemployed,married,basic.9y,no,yes,no,cellular,nov,mon,554.0,2,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
27733,24.0,services,single,unknown,no,yes,no,cellular,mar,tue,305.0,13,999.0,0.0,nonexistent,-1.8,92.843,-50.0,1.7990000000000002,5099.1,yes
40721,34.0,admin.,married,professional.course,no,no,no,cellular,sep,tue,230.0,1,3.0,3.0,success,-1.1,94.199,-37.5,0.877,4963.6,yes
7560,48.0,self-employed,married,high.school,unknown,yes,no,telephone,may,fri,171.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
40718,86.0,retired,married,unknown,unknown,yes,yes,cellular,sep,tue,211.0,1,7.0,4.0,success,-1.1,94.199,-37.5,0.877,4963.6,yes
14650,45.0,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,tue,220.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
40216,66.0,housemaid,married,basic.4y,no,no,no,telephone,jul,tue,1008.0,2,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.8759999999999999,4991.6,yes
40186,51.0,admin.,married,university.degree,no,no,yes,cellular,jul,fri,73.0,4,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,no
37737,61.0,retired,married,basic.4y,no,yes,yes,cellular,aug,fri,374.0,1,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.8490000000000001,5076.2,yes
30217,30.0,entrepreneur,single,university.degree,no,no,no,cellular,apr,thu,202.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
33531,31.0,services,single,high.school,no,yes,no,cellular,may,tue,398.0,2,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
37861,72.0,unknown,married,unknown,no,yes,yes,cellular,aug,fri,207.0,8,999.0,1.0,failure,-2.9,92.201,-31.4,0.825,5076.2,yes
31428,36.0,technician,single,professional.course,unknown,yes,no,cellular,may,wed,228.0,2,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
34498,33.0,admin.,single,high.school,no,no,no,cellular,may,thu,492.0,1,12.0,2.0,failure,-1.8,92.893,-46.2,1.266,5099.1,yes
6393,53.0,entrepreneur,single,basic.9y,no,no,no,telephone,may,tue,144.0,7,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
28229,38.0,services,divorced,high.school,unknown,yes,no,cellular,apr,tue,263.0,2,999.0,1.0,failure,-1.8,93.075,-47.1,1.453,5099.1,no
10597,38.0,management,married,high.school,unknown,yes,no,telephone,jun,tue,77.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
11875,57.0,self-employed,married,basic.9y,unknown,yes,no,telephone,jun,fri,185.0,4,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
39414,53.0,management,divorced,university.degree,no,yes,no,cellular,apr,thu,222.0,2,999.0,0.0,nonexistent,-1.8,93.749,-34.6,0.64,5008.7,yes
35433,44.0,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,536.0,2,999.0,1.0,failure,-1.8,92.893,-46.2,1.244,5099.1,yes
37990,46.0,blue-collar,married,professional.course,no,no,no,cellular,sep,mon,98.0,2,999.0,0.0,nonexistent,-3.4,92.379,-29.8,0.797,5017.5,no
7596,41.0,services,married,high.school,unknown,yes,no,telephone,may,fri,58.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
33191,26.0,services,married,basic.9y,no,no,yes,cellular,may,tue,560.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
31791,26.0,admin.,single,basic.9y,unknown,yes,no,cellular,may,thu,661.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
2061,34.0,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,102.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33489,34.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,tue,306.0,2,999.0,1.0,failure,-1.8,92.893,-46.2,1.291,5099.1,no
17348,44.0,services,divorced,high.school,no,no,no,cellular,jul,mon,119.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
8394,26.0,blue-collar,single,high.school,no,yes,no,telephone,jun,tue,167.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
24264,48.0,management,married,university.degree,no,yes,no,cellular,nov,mon,112.0,1,4.0,1.0,success,-0.1,93.2,-42.0,4.191,5195.8,no
38479,26.0,admin.,married,high.school,no,yes,yes,cellular,oct,mon,126.0,1,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,no
8866,28.0,technician,single,professional.course,no,no,no,telephone,jun,thu,508.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,yes
20579,33.0,technician,married,professional.course,no,yes,no,cellular,aug,tue,940.0,10,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
33215,50.0,blue-collar,divorced,basic.4y,no,yes,no,cellular,may,tue,703.0,4,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
16317,26.0,admin.,single,university.degree,no,yes,no,cellular,jul,tue,1287.0,5,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
11990,33.0,services,single,high.school,no,no,no,telephone,jun,wed,375.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
40470,75.0,retired,married,basic.4y,no,no,no,cellular,aug,wed,248.0,2,6.0,3.0,success,-1.7,94.027,-38.3,0.903,4991.6,yes
23842,43.0,admin.,single,university.degree,no,yes,no,cellular,aug,fri,213.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
11671,26.0,admin.,single,basic.9y,no,no,no,telephone,jun,fri,11.0,3,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
24321,45.0,technician,married,university.degree,no,yes,no,telephone,nov,mon,275.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
5021,40.0,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,154.0,5,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
5802,45.0,admin.,single,unknown,unknown,no,no,telephone,may,mon,87.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
16165,35.0,services,divorced,university.degree,no,yes,no,cellular,jul,tue,722.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
37199,35.0,admin.,single,university.degree,no,yes,no,telephone,aug,thu,338.0,1,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes
22818,45.0,housemaid,married,basic.4y,unknown,no,no,cellular,aug,mon,463.0,14,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
3560,46.0,services,married,basic.4y,unknown,no,no,telephone,may,fri,93.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
20025,44.0,admin.,married,high.school,unknown,no,no,cellular,aug,fri,262.0,4,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
11244,38.0,admin.,married,high.school,no,yes,yes,telephone,jun,thu,2028.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
27973,33.0,blue-collar,married,basic.6y,no,yes,no,cellular,apr,wed,351.0,3,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,yes
7259,35.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,225.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
15709,36.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,853.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
20188,37.0,technician,married,professional.course,no,no,no,cellular,aug,mon,275.0,6,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
4315,21.0,admin.,single,basic.9y,no,yes,yes,telephone,may,tue,171.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
27419,56.0,retired,married,basic.4y,no,yes,no,cellular,nov,fri,481.0,2,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes
11296,52.0,technician,married,unknown,unknown,no,no,telephone,jun,thu,208.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
39103,37.0,admin.,married,university.degree,no,no,yes,cellular,dec,mon,206.0,2,6.0,1.0,success,-3.0,92.713,-33.0,0.706,5023.5,yes
39046,56.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,dec,tue,280.0,3,6.0,1.0,success,-3.0,92.713,-33.0,0.715,5023.5,yes
32722,38.0,blue-collar,married,high.school,unknown,yes,no,cellular,may,mon,306.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
40838,32.0,admin.,married,high.school,no,yes,no,cellular,sep,mon,1298.0,1,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
5978,42.0,services,married,professional.course,no,yes,no,telephone,may,tue,1205.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
12586,44.0,entrepreneur,married,basic.6y,unknown,no,no,cellular,jul,mon,973.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
36152,33.0,admin.,single,university.degree,no,yes,no,cellular,may,wed,200.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
36577,33.0,management,divorced,university.degree,no,yes,no,cellular,jun,wed,187.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
17934,28.0,technician,single,university.degree,unknown,no,no,cellular,jul,tue,808.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
28890,37.0,blue-collar,single,basic.9y,no,no,no,cellular,apr,fri,282.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
28269,27.0,admin.,single,university.degree,no,yes,yes,cellular,apr,wed,98.0,1,999.0,1.0,failure,-1.8,93.075,-47.1,1.445,5099.1,no
21257,31.0,admin.,single,high.school,no,no,no,cellular,aug,mon,52.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
3093,38.0,management,married,basic.6y,unknown,yes,no,telephone,may,thu,243.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
39239,55.0,admin.,married,high.school,no,yes,no,cellular,mar,wed,106.0,2,999.0,1.0,failure,-1.8,93.369,-34.8,0.6509999999999999,5008.7,yes
24839,52.0,admin.,married,university.degree,no,yes,yes,cellular,nov,tue,79.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
17044,52.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jul,fri,1492.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
40363,35.0,technician,married,university.degree,no,yes,no,cellular,aug,wed,560.0,1,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.9,4991.6,yes
12904,27.0,admin.,single,professional.course,no,no,no,cellular,jul,tue,803.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
15946,26.0,admin.,single,unknown,no,no,yes,cellular,jul,mon,106.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
4972,52.0,management,divorced,university.degree,no,no,no,telephone,may,wed,634.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
17982,38.0,admin.,married,university.degree,no,yes,no,cellular,jul,tue,92.0,30,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
22065,53.0,admin.,married,high.school,no,no,yes,cellular,aug,wed,210.0,3,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
28297,63.0,retired,married,unknown,no,yes,no,telephone,apr,wed,236.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
15042,32.0,admin.,married,university.degree,no,no,no,cellular,jul,thu,45.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
28614,66.0,retired,married,basic.4y,no,no,yes,cellular,apr,wed,139.0,5,999.0,1.0,failure,-1.8,93.075,-47.1,1.415,5099.1,yes
39012,41.0,self-employed,married,university.degree,no,unknown,unknown,telephone,dec,wed,595.0,1,999.0,0.0,nonexistent,-3.0,92.713,-33.0,0.715,5023.5,yes
40199,56.0,unemployed,divorced,basic.4y,no,yes,no,cellular,jul,mon,187.0,6,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,yes
25908,35.0,admin.,married,university.degree,no,yes,no,cellular,nov,wed,631.0,2,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
5405,46.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,134.0,10,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40315,37.0,admin.,married,university.degree,no,yes,no,cellular,jul,fri,1005.0,5,4.0,2.0,success,-1.7,94.215,-40.3,0.8959999999999999,4991.6,yes
20927,58.0,technician,divorced,university.degree,unknown,yes,no,cellular,aug,thu,86.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31708,31.0,technician,married,professional.course,unknown,yes,no,cellular,may,thu,46.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
15458,26.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,199.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
34721,25.0,student,single,high.school,no,yes,no,cellular,may,thu,959.0,3,999.0,1.0,failure,-1.8,92.893,-46.2,1.266,5099.1,yes
39226,34.0,admin.,single,university.degree,no,no,yes,cellular,mar,tue,288.0,2,3.0,1.0,success,-1.8,93.369,-34.8,0.652,5008.7,yes
21991,29.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,718.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
34407,31.0,blue-collar,married,basic.6y,unknown,no,no,cellular,may,thu,680.0,1,6.0,1.0,success,-1.8,92.893,-46.2,1.266,5099.1,yes
30360,58.0,retired,married,basic.4y,no,no,no,cellular,apr,thu,266.0,1,999.0,1.0,failure,-1.8,93.075,-47.1,1.365,5099.1,yes
38414,32.0,admin.,married,university.degree,no,yes,no,cellular,oct,wed,467.0,2,6.0,1.0,success,-3.4,92.431,-26.9,0.735,5017.5,yes
35656,41.0,blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,105.0,1,999.0,1.0,failure,-1.8,92.893,-46.2,1.244,5099.1,no
39078,31.0,admin.,married,professional.course,no,no,yes,cellular,dec,mon,367.0,2,999.0,1.0,failure,-3.0,92.713,-33.0,0.7090000000000001,5023.5,yes
30180,41.0,management,married,basic.6y,no,no,no,cellular,apr,thu,281.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
41181,37.0,admin.,married,university.degree,no,yes,no,cellular,nov,fri,281.0,1,999.0,0.0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6,yes
31414,37.0,admin.,single,university.degree,no,no,no,cellular,may,wed,51.0,4,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
4739,40.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,32.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
20913,40.0,self-employed,married,university.degree,no,yes,no,cellular,aug,thu,141.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
40544,33.0,blue-collar,married,professional.course,no,yes,no,cellular,aug,tue,253.0,4,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.8859999999999999,4991.6,yes
4737,30.0,admin.,single,university.degree,no,no,no,telephone,may,wed,819.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,yes
8607,33.0,unemployed,married,basic.9y,no,no,no,telephone,jun,wed,563.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
30060,50.0,admin.,married,university.degree,no,yes,yes,telephone,apr,thu,413.0,3,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
23779,34.0,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,207.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
40089,33.0,blue-collar,married,basic.9y,no,no,yes,telephone,jul,mon,9.0,1,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.8270000000000001,4991.6,no
41156,41.0,technician,married,professional.course,no,yes,no,cellular,nov,mon,545.0,2,999.0,0.0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6,yes
18052,55.0,entrepreneur,single,unknown,unknown,no,no,telephone,jul,wed,542.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
30301,48.0,technician,married,professional.course,no,yes,yes,cellular,apr,thu,269.0,1,999.0,1.0,failure,-1.8,93.075,-47.1,1.365,5099.1,yes
37056,20.0,student,single,high.school,no,yes,no,cellular,jul,wed,349.0,1,999.0,0.0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,yes
7819,28.0,services,married,high.school,no,no,no,telephone,jun,mon,659.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
5550,33.0,blue-collar,single,basic.9y,unknown,no,yes,telephone,may,mon,788.0,11,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
36628,38.0,technician,single,professional.course,no,no,no,cellular,jun,thu,138.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
8383,38.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,406.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2262,43.0,technician,single,professional.course,no,no,no,telephone,may,tue,139.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
21651,45.0,technician,married,high.school,no,yes,no,cellular,aug,tue,42.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
19778,46.0,entrepreneur,married,basic.9y,no,no,no,cellular,aug,fri,169.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
9757,51.0,services,single,high.school,unknown,no,no,telephone,jun,mon,329.0,3,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
37660,32.0,services,married,high.school,no,no,no,cellular,aug,tue,363.0,1,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.8590000000000001,5076.2,no
34224,27.0,admin.,single,high.school,no,yes,yes,cellular,may,wed,196.0,3,999.0,1.0,failure,-1.8,92.893,-46.2,1.281,5099.1,no
39508,71.0,retired,married,basic.4y,no,no,no,telephone,apr,mon,92.0,8,999.0,0.0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,no
18260,43.0,admin.,divorced,high.school,no,no,no,cellular,jul,wed,764.0,4,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
25371,34.0,self-employed,single,high.school,no,yes,no,cellular,nov,tue,581.0,4,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
39827,34.0,technician,married,high.school,no,yes,no,cellular,jun,wed,190.0,1,3.0,4.0,success,-1.7,94.055,-39.8,0.715,4991.6,yes
40043,46.0,admin.,married,high.school,no,yes,no,cellular,jul,tue,335.0,3,999.0,2.0,failure,-1.7,94.215,-40.3,0.797,4991.6,yes
18906,46.0,technician,single,professional.course,unknown,no,no,cellular,aug,mon,824.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
37745,54.0,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,204.0,1,999.0,1.0,failure,-2.9,92.201,-31.4,0.8490000000000001,5076.2,yes
16204,28.0,admin.,married,high.school,no,unknown,unknown,cellular,jul,tue,502.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
12493,30.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,332.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
39262,62.0,technician,married,unknown,no,no,no,cellular,mar,mon,104.0,2,3.0,2.0,success,-1.8,93.369,-34.8,0.6459999999999999,5008.7,yes
